#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
EDL933.fasta	EDL933	2867625	2868401	escT	1-777/777	===============	0/0	100.00	100.00	vfdb	NP_290281	(escT) Type III secretion system minor export apparatus protein EscT [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2868394	2869431	escU	1-1038/1038	===============	0/0	100.00	100.00	vfdb	NP_290280	(escU) Type III secretion system export apparatus switch protein EscU [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2869428	2869886	etgA	1-459/459	===============	0/0	100.00	100.00	vfdb	NP_290279	(etgA) T3SS-associated peptidoglycan lytic enzyme  [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2871305	2871760	cesD	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_290276	(cesD) chaperone for EspB and EspD [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2871774	2873312	escC	1-1539/1539	===============	0/0	100.00	100.00	vfdb	NP_290275	(escC) Type III secretion system secretin EscC [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2873312	2873767	sepD	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_290274	(sepD) Type III secretion system secretion switch protein SepD [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2873773	2874345	escJ	1-573/573	===============	0/0	100.00	100.00	vfdb	NP_290273	(escJ) Type III secretion system inner MS ring protein EscJ [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2874348	2874776	escI	1-429/429	===============	0/0	100.00	100.00	vfdb	NP_290272	(escI) Type III secretion system inner rod component EscI [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2874809	2875108	sepZ/espZ	1-300/300	===============	0/0	100.00	100.00	vfdb	NP_290271	(sepZ/espZ) Type III secretion system effector EspZ [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2875293	2875646	cesL	1-354/354	===============	0/0	100.00	100.00	vfdb	NP_290270	(cesL) chaperone for SepL [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2875643	2877670	escV	1-2028/2028	===============	0/0	100.00	100.00	vfdb	NP_290269	(escV) Type III secretion system major export apparatus protein [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2877654	2878994	escN	1-1341/1341	===============	0/0	100.00	100.00	vfdb	NP_290268	(escN) ATPase EscN [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2878997	2879374	escO	1-378/378	===============	0/0	100.00	100.00	vfdb	NP_290267	(escO) positive regulator EscO [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2879508	2879783	escP	1-276/276	===============	0/0	100.00	100.00	vfdb	NP_290266	(escP) Type III secretion system needle length regulator EscP [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2879746	2880663	sepQ/escQ	1-918/918	===============	0/0	100.00	100.00	vfdb	NP_290265	(sepQ/escQ) Type III secetion system C ring protein EscQ [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2880694	2881200	espH	1-507/507	===============	0/0	100.00	100.00	vfdb	NP_290264	(espH) Type III secretion system effector EspH RhoGEF Inhibitor [EspH (VF0197)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2881398	2881781	cesF	1-384/384	===============	0/0	100.00	100.00	vfdb	NP_290263	(cesF) CesF chaperone for EspF [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2882047	2882658	map	1-612/612	===============	0/0	100.00	100.00	vfdb	NP_290262	(map) Type III secretion system effector Map Rho guanine exchange factor [Map (VF0195)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2883082	2884758	tir	1-1677/1677	===============	0/0	100.00	100.00	vfdb	NP_290261	(tir) translocated intimin receptor protein [Tir (VF0193)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2884896	2885366	cesT	1-471/471	===============	0/0	100.00	100.00	vfdb	NP_290260	(cesT) multieffector chaperone [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2885426	2887830	eae	1-2401/2820	========/====..	9/20	84.86	91.38	vfdb	AAC38392	(eae) intimin [Intimin (VF0177)] [Escherichia coli O127:H6 str. E2348/69]
EDL933.fasta	EDL933	2888494	2889714	escD	1-1221/1221	===============	0/0	100.00	100.00	vfdb	NP_290258	(escD) Type III secretion system outer MS ring protein EscD [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2889857	2890912	sepL	1-1056/1056	===============	0/0	100.00	100.00	vfdb	NP_290257	(sepL) Type III secretion system secretion gatekeeper SepL [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2890971	2891549	espA	1-579/579	===============	0/0	100.00	100.00	vfdb	NP_290256	(espA) Type III secretion system translocator protein EspA [EspA (VF0198)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2891562	2892686	espD	1-1125/1125	===============	0/0	100.00	100.00	vfdb	NP_290255	(espD) Type III secretion system translocator protein EspD pore protein [EspD (VF0200)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2892707	2893645	espB	1-939/939	===============	0/0	100.00	100.00	vfdb	NP_290254	(espB) Type III secretion system translocator protein EspB pore protein [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2893652	2894059	cesD2	1-408/408	===============	0/0	100.00	100.00	vfdb	NP_290253	(cesD2) chaperone for EspD [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2894095	2894316	escF	1-222/222	===============	0/0	100.00	100.00	vfdb	NP_290252	(escF) Type III secretion system needle filament protein EscF [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2894322	2894600	escG	1-279/279	===============	0/0	100.00	100.00	vfdb	NP_290251	(escG) chaperone for EscF [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2894685	2895431	espF	1-747/747	===============	0/0	100.00	100.00	vfdb	NP_290250	(espF) Type III secretion system effector EspF [EspF (VF0196)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	2997530	2997648	entD	1-119/771	===...../......	2/2	15.30	87.50	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3066318	3066429	entD	1-113/771	===...../......	1/1	14.53	86.73	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3087350	3088150	chuV	1-801/801	===============	0/0	100.00	98.25	vfdb	NP_756180	(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3088117	3089109	chuU	1-993/993	===============	0/0	100.00	97.78	vfdb	NP_756179	(chuU) heme permease protein ChuU [Chu (VF0227)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3089160	3089781	shuY	1-622/624	===============	0/0	99.68	96.30	vfdb	YP_405015	(shuY) shu locus protein ShuY [Shu (VF0256)] [Shigella dysenteriae Sd197]
EDL933.fasta	EDL933	3089781	3090275	shuX	1-495/495	===============	0/0	100.00	98.79	vfdb	YP_405016	(shuX) shu locus protein ShuX [Shu (VF0256)] [Shigella dysenteriae Sd197]
EDL933.fasta	EDL933	3090288	3091625	chuW	1-1338/1338	===============	0/0	100.00	96.64	vfdb	NP_756176	(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3091645	3092637	shuT	1-993/993	===============	0/0	100.00	98.19	vfdb	YP_405017	(shuT) periplasmic binding protein ShuT [Shu (VF0256)] [Shigella dysenteriae Sd197]
EDL933.fasta	EDL933	3093242	3095224	shuA	1-1983/1983	===============	0/0	100.00	99.50	vfdb	YP_405019	(shuA) outer membrane heme/hemoglobin receptor ShuA [Shu (VF0256)] [Shigella dysenteriae Sd197]
EDL933.fasta	EDL933	3095273	3096301	shuS	1-1029/1029	===============	0/0	100.00	98.83	vfdb	YP_405020	(shuS) heme/hemoglobin transport protein ShuS [Shu (VF0256)] [Shigella dysenteriae Sd197]
EDL933.fasta	EDL933	3208045	3208179	entD	3-137/771	===...../......	2/2	17.38	89.71	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3492872	3493006	entD	1-136/771	===...../......	2/3	17.38	81.75	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3615356	3617487	efa1	1-2133/9672	====..../......	1/1	22.04	99.77	vfdb	AAD49229	(efa1) EHEC factor for adherence [Efa-1/LifA (VF0204)] [Escherichia coli O111:H- str. E45035]
EDL933.fasta	EDL933	3619362	3620036	nleE	1-675/675	===============	0/0	100.00	100.00	vfdb	NP_289554	(nleE) Type III secretion system effector NleE [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	3620085	3621074	nleB1	1-990/990	===============	0/0	100.00	100.00	vfdb	NP_289553	(nleB1) Type III secretion system effector nleB1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	3621682	3623331	espL2	1-1650/1650	===============	0/0	100.00	99.94	vfdb	NP_289551	(espL2) Type III secretion system effector espL2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	3677099	3677223	entD	1-126/771	===...../......	3/3	16.08	89.76	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3816281	3816404	entD	1-125/771	===...../......	2/3	15.95	89.68	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	3844279	3844407	entD	10-140/771	===...../......	2/2	16.73	83.97	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	4005882	4006940	espW	1-1059/1059	===============	0/0	100.00	100.00	vfdb	NP_289177	(espW) Type III secretion system effector EspW [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4007852	4008442	espM2	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_289175	(espM2) Type III secretion system effector EspM2 Rho guanine exchange factor [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4558281	4559228	stx1A	1-948/948	===============	0/0	100.00	100.00	vfdb	NP_288673	(stx1A) shiga-like toxin 1 subunit A encoded within prophage CP-933V [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4559238	4559507	stx1B	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_288672	(stx1B) shiga-like toxin 1 subunit B encoded within prophage CP-933V [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4703164	4703906	gmd	16-758/1119	===========....	0/0	66.40	75.37	vfdb	YP_001007257	(gmd) GDP-mannose 46-dehydratase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4807310	4808302	espFu/tccP	1-993/1155	=============..	0/0	85.97	97.08	vfdb	NP_288437	(espFu/tccP) Type III secretion system effector TccP [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4808627	4809280	espJ	1-654/654	===============	0/0	100.00	100.00	vfdb	NP_288436	(espJ) Type III secretion system effector EspJ adenosine diphosphate (ADP) ribosyltransferase  [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4830702	4831378	fliP	10-686/687	========/======	2/2	98.40	76.55	vfdb	YP_001006751	(fliP) flagellar biosynthetic protein FliP [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4831807	4832066	fliN	157-416/417	.....==========	0/0	62.35	79.23	vfdb	YP_001006749	(fliN) flagellar motor switch protein FliN [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4832212	4833220	fliM	1-1005/1005	========/======	8/14	99.50	76.23	vfdb	YP_001006748	(fliM) flagellar motor switch protein FliM [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4835437	4836678	fliI	43-1281/1332	========/======	4/9	92.79	75.82	vfdb	YP_001006744	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4837494	4838481	fliG	6-993/993	===============	0/0	99.50	78.24	vfdb	YP_001006742	(fliG) flagellar motor switch protein G [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4841018	4842157	espR4	1-1140/1140	===============	0/0	100.00	100.00	vfdb	NP_288396	(espR4) Type III secretion system effector espR4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4842976	4844115	espR3	1-1140/1140	===============	0/0	100.00	99.56	vfdb	NP_288394	(espR3) Type III secretion system effector espR3 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	4853495	4853617	entD	15-137/771	===...../......	3/4	15.69	84.80	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	4900602	4900990	cheA	1-389/2055	===............	0/0	18.93	75.32	vfdb	YP_001006780	(cheA) chemotaxis protein CheA [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4908487	4908874	cheY	1-388/390	===============	0/0	99.49	76.80	vfdb	YP_001006774	(cheY) chemotaxis regulatory protein CheY [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081]
EDL933.fasta	EDL933	4921385	4921496	entD	15-126/771	===...../......	2/2	14.40	90.27	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	5054896	5055017	entD	10-131/771	===...../......	2/2	15.69	81.30	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
EDL933.fasta	EDL933	5073151	5075049	espL1	1-1899/1899	===============	0/0	100.00	99.95	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	5267502	5268827	nleA/espI	1-1326/1326	===============	0/0	100.00	100.00	vfdb	NP_287961	(nleA/espI) Type III secretion system effector NleA [NleA/EspI (VF0338)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	5270654	5271565	nleH2	1-912/912	===============	0/0	100.00	100.00	vfdb	NP_287959	(nleH2) Type III secretion system effector NleH2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	5271631	5272200	nleF	1-570/570	===============	0/0	100.00	100.00	vfdb	NP_287958	(nleF) Type III secretion system effector NleF caspase inhibitor [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933	5272620	5272716	east1	21-117/117	..=============	0/0	82.91	97.94	vfdb	AHY03744	(east1) EAST1 [EAST1 (VF0188)] [Escherichia coli ONT:HND str. A16]
EDL933.fasta	EDL933	5277638	5278228	espM1	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_287949	(espM1) Type III secretion system effector EspM1 Rho guanine exchange factor [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933-StxPhage	53564	54523	stx2A	1-960/960	===============	0/0	100.00	100.00	vfdb	NP_286976	(stx2A) shiga-like toxin II A subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
EDL933.fasta	EDL933-StxPhage	54535	54804	stx2B	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_286977	(stx2B) shiga-like toxin II B subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	437412	438154	gmd	16-758/1119	===========....	0/0	66.40	75.37	vfdb	YP_001007257	(gmd) GDP-mannose 46-dehydratase [O-antigen (VF0392)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	484333	485292	stx2A	1-960/960	===============	0/0	100.00	99.06	vfdb	NP_286976	(stx2A) shiga-like toxin II A subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	485304	485573	stx2B	1-270/270	===============	0/0	100.00	95.93	vfdb	NP_286977	(stx2B) shiga-like toxin II B subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	517153	517799	nleG7'	1-648/648	========/======	1/1	99.85	99.23	vfdb	NP_287535	(nleG7') Type III secretion system effector NleG7 E3 Ubiquitin Ligase [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	602321	603313	espFu/tccP	1-993/1155	=============..	0/0	85.97	96.98	vfdb	NP_288437	(espFu/tccP) Type III secretion system effector TccP [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	603638	604291	espJ	1-654/654	===============	0/0	100.00	100.00	vfdb	NP_288436	(espJ) Type III secretion system effector EspJ adenosine diphosphate (ADP) ribosyltransferase  [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	625708	626384	fliP	10-686/687	========/======	2/2	98.40	76.55	vfdb	YP_001006751	(fliP) flagellar biosynthetic protein FliP [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	626813	627072	fliN	157-416/417	.....==========	0/0	62.35	79.23	vfdb	YP_001006749	(fliN) flagellar motor switch protein FliN [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	627218	628226	fliM	1-1005/1005	========/======	8/14	99.50	76.23	vfdb	YP_001006748	(fliM) flagellar motor switch protein FliM [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	630443	631684	fliI	43-1281/1332	========/======	4/9	92.79	75.82	vfdb	YP_001006744	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	632438	633425	fliG	6-993/993	===============	0/0	99.50	78.24	vfdb	YP_001006742	(fliG) flagellar motor switch protein G [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	635962	637101	espR3	1-1140/1140	===============	0/0	100.00	98.25	vfdb	NP_288394	(espR3) Type III secretion system effector espR3 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	646481	646603	entD	15-137/771	===...../......	3/4	15.69	84.80	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
FRIK1989.fasta	FRIK1989	694904	695292	cheA	1-389/2055	===............	0/0	18.93	75.32	vfdb	YP_001006780	(cheA) chemotaxis protein CheA [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	702789	703176	cheY	1-388/390	===============	0/0	99.49	76.80	vfdb	YP_001006774	(cheY) chemotaxis regulatory protein CheY [peritrichous flagella (AI145)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	715687	715798	entD	15-126/771	===...../......	2/2	14.40	90.27	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
FRIK1989.fasta	FRIK1989	734619	735566	stxA	1-948/948	===============	0/0	100.00	99.79	vfdb	YP_403025	(stxA) Shiga toxin subunit A; RNA-N-glycosidase; catalytic subunit [Shiga toxin (VF0117)] [Shigella dysenteriae Sd197]
FRIK1989.fasta	FRIK1989	735576	735845	stx1B	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_288672	(stx1B) shiga-like toxin 1 subunit B encoded within prophage CP-933V [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	764639	765626	nleC	1-988/993	===============	0/0	99.50	94.53	vfdb	NP_286533	(nleC) Type III secretion system effector NleC  zinc metalloprotease  [NleC (VF0340)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	898058	898179	entD	10-131/771	===...../......	2/2	15.69	81.30	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
FRIK1989.fasta	FRIK1989	916313	918211	espL1	1-1899/1899	===============	0/0	100.00	99.95	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1108959	1109605	nleG7'	1-648/648	========/======	1/1	99.85	99.85	vfdb	NP_287535	(nleG7') Type III secretion system effector NleG7 E3 Ubiquitin Ligase [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1112926	1113040	astA	3-117/117	===============	0/0	98.29	90.44	vfdb	BAA94855	(astA) heat-stable enterotoxin 1 [EAST1 (VF0216)] [Escherichia coli O44:H18 042]
FRIK1989.fasta	FRIK1989	1205116	1205246	entD	10-141/771	===...../......	2/3	16.86	87.22	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
FRIK1989.fasta	FRIK1989	1213872	1215131	espR1	1-1260/1260	===============	0/0	100.00	100.00	vfdb	NP_287686	(espR1) Type III secretion system effector espR1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1507660	1508250	espM1	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_287949	(espM1) Type III secretion system effector EspM1 Rho guanine exchange factor [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1513172	1513268	east1	21-117/117	..=============	0/0	82.91	97.94	vfdb	AHY03744	(east1) EAST1 [EAST1 (VF0188)] [Escherichia coli ONT:HND str. A16]
FRIK1989.fasta	FRIK1989	1513688	1514257	nleF	1-570/570	===============	0/0	100.00	100.00	vfdb	NP_287958	(nleF) Type III secretion system effector NleF caspase inhibitor [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1514323	1515234	nleH2	1-912/912	===============	0/0	100.00	100.00	vfdb	NP_287959	(nleH2) Type III secretion system effector NleH2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1517061	1518386	nleA/espI	1-1326/1326	===============	0/0	100.00	100.00	vfdb	NP_287961	(nleA/espI) Type III secretion system effector NleA [NleA/EspI (VF0338)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1552867	1553625	paa	1-759/759	===============	0/0	100.00	100.00	vfdb	NP_287515	(paa) outer membrane adhesin Paa [Paa (VF0194)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1728170	1729531	espK	1-1362/1362	===============	0/0	100.00	100.00	vfdb	NP_287316	(espK) Type III secretion system effector EspK [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1729947	1730060	nleB2	868-981/981	.............==	0/0	11.62	87.72	vfdb	NP_286532	(nleB2) Type III secretion system effector NleB2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1731645	1731799	espK	1208-1362/1362	.............==	0/0	11.38	96.13	vfdb	NP_287316	(espK) Type III secretion system effector EspK [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1732176	1734989	espN	1-2814/2814	===============	0/0	100.00	99.89	vfdb	NP_287312	(espN) Type III secretion system effector EspN [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1736168	1738117	espX7/nleL	1-1950/1950	===============	0/0	100.00	99.90	vfdb	NP_287310	(espX7/nleL) Type III secretion system effector NleL putative E3 ubiquitin ligase [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
FRIK1989.fasta	FRIK1989	1817945	1818121	flgJ	94-267/924	.====.../......	1/3	18.83	75.71	vfdb	YP_001006756	(flgJ) flagellar rod assembly protein/muramidase FlgJ [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	1819350	1819901	flgH	127-678/684	..=============	0/0	80.70	78.62	vfdb	YP_001006758	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	1820095	1820742	flgG	7-654/654	========/======	2/2	98.93	75.50	vfdb	YP_001006759	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	1822594	1822995	flgE	1-402/1260	=====.../......	4/4	31.75	76.24	vfdb	YP_001006761	(flgE) flagellar hook protein FlgE [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
FRIK1989.fasta	FRIK1989	1823135	1823604	flgD	1-461/576	========/====..	3/9	80.03	75.53	vfdb	YP_001006762	(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0394)] [Yersinia enterocolitica subsp. enterocolitica 8081]
